Bak_activated,cPARP,Bak,p38_pT180,Bcl2_pS70,Erk_p44,APAF,Rb_pS807,Akt_pS473,BclxL,Bax,Bax_activated,Cyclin_B,Bcl2,STAT5_pY694,Mcl1,cMyc,IkBa,Bim,Cyclin_A,H3_pS28,Bad_pS112,ZAP70_pY319,Bclw,aCasp3,p53,S6_pS235,CREB_pS133,Cisplatin
6.997004032,533.7946777,38.78943253,23.98759842,2.2014606,0.588967919,3.98636198,5.045066357,0,221.8919983,3.818388939,34.84912109,8.382642746,56.85804749,21.68737793,83.21598053,3.390269041,60.58561325,37.59135818,1.114284158,1.177644372,0,2.63162756,19.75840759,608.1669312,18.50503349,50.62579727,15.45588875,15.78928661
0.905366838,119.3925095,47.07999039,6.922676563,5.560087204,3.926118612,4.553885937,6.397105694,4.577181339,296.4754639,164.9058075,103.1140442,42.19558334,97.32343292,11.63857365,103.8684387,5.172194958,78.73926544,100.5250854,5.120304585,0,4.883678436,1.085502505,2.781429529,425.1745605,21.94244957,104.577179,19.05709076,27.13036919
10.42581654,739.3977051,16.41724968,14.64575195,3.687669277,2.793314219,4.579549313,5.902058601,0.898892403,270.5083008,17.68806839,48.64863968,46.93594742,77.30171967,53.08271027,117.7766953,5.070347786,102.4224319,30.99876404,7.123788834,0,6.154063702,0.639882088,0.966680527,401.6216431,13.98607254,55.38581467,11.04310703,13.30798721
3.506661177,300.8426514,21.80481148,5.076851368,0,0,6.946563721,6.062382698,0,95.41798401,3.635532141,12.79401684,10.4081459,24.74505424,10.68614292,50.36994171,6.288170338,44.41516113,38.0358696,7.295576572,0,0.905948162,0.86066395,8.38024807,467.3441162,17.42243385,53.55895615,15.9365015,9.654281616
3.036419153,94.18869019,22.38963127,2.345215082,5.073897839,2.072063684,1.258715034,5.23197031,0,260.4168701,7.562532902,24.05600739,7.149854183,19.60765266,9.241433144,49.40924454,2.806110859,70.94683075,52.8867836,7.763606071,0.209636852,1.263915539,1.172273159,3.021047592,250.6301422,18.50577927,34.11553955,10.83222866,7.355622768
3.840786695,328.5043335,17.72269821,5.777163982,1.154078126,1.293544412,2.160808802,6.564831257,0,146.4063568,1.537660241,34.80481339,30.17856789,41.99708557,16.75408745,72.37813568,2.598971605,25.47436142,30.38472748,10.86663818,3.097859144,2.875321627,1.530878782,2.70877862,359.1849976,16.66667747,52.0670166,13.60784245,8.15456295
4.58338213,35.28507233,26.84053421,12.38490772,10.58221054,0.60577774,4.093851089,327.8474121,4.54834938,115.4175568,4.144507885,7.95468092,23.89218712,64.70250702,24.65459061,114.1226959,61.39015579,37.24226379,43.08315659,9.642745018,7.80270052,8.549472809,2.2603333,0,5.758302212,11.69103241,500.968689,432.2193604,2.589378595
0.421827972,30.20655632,10.58805561,1.868344188,4.030669689,1.973472595,2.469092607,0.552570879,0,201.875824,3.498235226,14.5578661,9.750148773,28.14466667,6.069730282,23.49911118,0,41.7026329,27.2579937,2.891685724,0.425368637,0,0.139928967,6.096693516,113.6393814,3.472369432,15.73995972,8.316007614,6.669943333
1.247310877,135.8755341,11.62331676,4.120234489,1.65069592,0,4.658991814,2.358832359,0,170.858078,4.233940601,11.34145927,2.638474226,30.9323101,18.57843018,30.95244789,0.269506186,41.19477844,32.92261887,1.452450037,0.90192014,0,0.312961787,6.089178085,500.5467529,34.5741806,46.75625229,7.928203583,25.4011879
0.456446648,264.111969,7.068787575,5.311935425,0.427448183,2.814221144,0,3.554582119,0.566480756,175.3890228,4.258349419,23.49906158,8.69570446,22.46219063,8.870824814,33.00519562,2.203554153,28.16927528,19.3979454,3.955378294,0.409222722,3.08699894,0,4.949829102,258.7261353,19.8118,47.48178101,6.654016972,15.77151299
3.719018459,139.5588226,14.84184551,5.607126236,5.655938625,1.101281643,5.422068596,2.186589241,2.09602499,212.4767609,10.12840462,27.30595398,2.216945887,28.40536499,10.33683872,38.45533371,1.543054938,39.87475204,55.90739822,2.145559311,0,1.268899202,0.859430611,4.95409584,338.4893188,23.23123169,32.39552307,10.42382908,10.84724331
1.142807484,267.7088318,8.778076172,7.39171648,1.821864486,0,0.959767222,1.638678551,0.544293165,107.5010071,6.054666996,7.724551201,7.275767326,24.07275009,3.59274435,60.16121292,5.82981348,31.72695541,31.39840508,2.653044224,0.288648427,0.888422608,2.938210964,8.40739727,461.5637512,26.42544365,28.00525475,5.343661308,16.71925545
1.38104105,80.44311523,50.08820724,38.77816391,16.78093719,10.22241879,16.49692917,400.5035095,7.323038101,334.0235596,28.83422661,41.66381836,228.8325653,99.57972717,39.80427551,560.5999146,26.53833771,75.93611145,141.3785248,44.25812531,10.68318462,18.5643425,6.663887978,3.66127491,10.35969067,43.41913223,272.0124512,834.4696045,0.610000432
6.088636875,558.840271,22.44293785,13.4896183,3.475488424,2.113362789,9.030819893,0.843408167,4.743988514,159.2390747,29.1393013,40.38837814,87.68132019,57.55860519,20.15102386,95.0691452,1.676083326,72.40440369,21.84808922,47.1101265,0,3.917165518,1.420091271,11.63221455,620.0756226,22.39012337,61.12475967,13.10949612,13.5880537
0,24.91590309,28.47918129,40.52220154,6.835063934,4.498893738,5.849403381,192.7537384,1.926392078,230.8008575,14.81580544,15.2192688,31.75781059,17.86745644,11.92878914,242.9069214,7.584481239,19.71721268,108.768486,2.400123835,4.24825716,27.01860237,0,4.329031467,4.645638466,57.77661514,63.99846268,311.056366,3.858614445
0.265777022,427.3207703,17.10934067,12.00327301,6.915534019,4.149142265,1.451081157,3.296189308,0,59.64160156,2.277179003,10.36580753,3.424355507,31.28279114,10.46153927,36.45769882,2.728225231,24.18880844,17.76868057,2.798981905,0,6.608726978,0.399831295,6.912445068,263.9035034,6.985716343,58.68172455,12.97467709,19.91976547
0.326894909,28.72798538,33.5813179,15.67299938,9.416329384,3.980369091,8.009440422,162.1044922,2.698512077,186.0080872,13.59564686,31.05636787,25.21378708,41.03070068,23.15103149,254.6425934,11.15788555,39.02462387,109.8962173,3.809331417,2.10447216,12.59220028,0,5.010069847,5.338978767,15.37915134,78.17864227,339.3168945,2.66577816
5.101366997,429.0198059,8.906364441,3.154652357,1.597192049,0.065860197,0.424259454,3.746176481,0,113.7355957,8.021755219,30.24879837,31.20972633,23.83587837,9.306215286,86.55506134,0,36.53536224,32.71075821,25.85977936,1.006498575,3.100178242,2.21577239,1.306808114,239.7375031,38.13383484,23.72214699,8.74152565,3.74192214
1.529453397,455.3275757,11.21001816,5.208926201,5.076295376,0,2.998170614,3.582921743,0,205.4541779,17.95545578,39.44948196,33.36533737,56.62985992,13.94419861,42.96107483,6.154791832,47.03373337,23.45151329,43.34831238,0.926529646,0,1.486649394,10.76873207,485.7281189,16.69137573,79.08176422,17.38217354,31.0258522
6.843226433,66.11867523,42.74095535,59.33011246,12.36238956,3.587689638,15.13093281,593.4580688,11.54213715,209.2023773,4.728616238,8.731809616,95.22853088,45.43690491,19.83494949,302.5032654,50.48727798,88.85072327,133.5265198,65.40691376,2.246370792,4.223423958,0,6.353000641,6.087334156,98.29846191,201.9192657,627.5429688,2.670918703
5.116645813,109.8562393,16.57744789,9.912742615,1.493660092,0,0.453898072,0.358792841,0,273.4769592,12.88722038,23.37122536,12.17365074,85.10485077,15.35560131,47.35270691,3.095192194,85.6594162,34.92251587,7.807124615,0,6.111840725,0.578115284,5.671961308,319.333252,24.26659775,21.60136795,4.496209145,18.7669735
0.206616834,68.13816833,25.20023155,14.72452831,1.829607964,4.628644466,4.476351261,196.2628937,0.907356858,158.646698,9.811275482,19.25134277,8.700035095,23.6818428,11.31989861,177.5137787,4.953376293,50.42282867,60.20731354,3.483138084,4.596409321,20.2198658,0,0.947478771,1.802838683,28.91887474,42.04148483,264.1494141,0.251045883
9.06576252,321.1425171,18.22431183,7.37139082,0.292209655,4.729858875,4.047672272,2.4118402,3.560961962,124.2400589,2.385865211,38.86091995,377.441803,36.57540894,9.14766407,58.0247612,2.106961012,24.38893318,40.18347931,25.0542202,0,0.172114417,0,3.758095503,445.5076904,43.3664856,87.39595795,12.70904922,24.66770363
4.531419754,579.572876,12.03325367,8.772271156,3.789376497,0,3.395682335,2.07250905,0.991020143,222.082962,7.254134655,57.19498444,40.15869141,45.01514053,13.24279976,61.38198853,5.165461063,53.68678284,51.679039,2.505422592,0.185833246,0.677408874,0,3.429902792,470.1767578,12.18202114,56.27182388,11.52287197,12.27163887
0.26172784,54.42635727,1.603941441,2.410794258,0.062187627,0.444012761,0,0.275970578,1.595130205,7.263545036,15.6137743,1.433163762,1.654996037,7.800584316,5.720633984,1.171574473,1.055854559,2.218015432,17.649189,2.96309042,0,1.805703163,0,4.852081776,37.27817154,2.230467319,1.257684231,4.615497589,9.056941032
0,206.2638397,18.65141869,4.177802563,0.375731587,0,4.727581024,1.584352374,0.333347559,284.2502441,9.478360176,24.91007423,350.5621338,58.65441132,15.83346939,74.34656525,0,34.33438873,37.47009659,40.61757278,0,1.206264019,0,2.01274085,302.2088013,10.93352413,59.48607254,4.39983511,15.56678104
7.0124259,307.4262085,17.41820908,8.975162506,0.627252519,7.303941727,0.046328019,1.216665387,0.195755973,76.48387146,8.043176651,22.58158875,5.322132111,28.52030945,7.77782917,29.94057083,13.57173824,61.07925034,25.29323578,1.064506054,0,0,0,2.117129087,283.6387329,2.676448107,40.58427429,5.251645088,10.0994215
8.756866455,354.1167297,19.99626541,8.771413803,3.356804132,0.181972504,3.506373882,1.999281406,0,107.678688,19.58553886,87.15348816,33.98456192,60.54522324,13.56134319,56.47174835,4.171736717,26.23917007,12.06869507,23.39907646,0.191187829,2.744804859,0,8.718873024,553.7839355,6.659899712,73.07706451,15.16590977,4.471622944
9.490422249,620.3815308,20.66693115,7.982226372,2.602630138,1.53757143,0.46499303,1.622339964,0,276.428009,12.37570572,73.48023987,141.836319,50.53477097,13.20549774,101.7462997,1.759999394,70.13421631,35.52331161,120.3689728,2.226678848,0.54899919,0.076231942,2.732671499,622.6224365,32.95122147,58.20903397,7.541446686,14.41348457
0.817824364,291.4357605,15.86704731,4.318263531,2.255529881,0.649256408,0,2.797664404,0,115.9108124,12.00126457,20.47170258,27.43348312,33.88240433,2.917927027,78.98825073,1.45832634,43.5905838,39.77696228,10.67464447,0.984905362,1.661247015,1.160176158,3.248734713,431.4872742,14.71899319,47.64886093,8.084433556,11.02418709
5.243310452,394.5196228,14.39141941,0.743561268,0.526631832,0.406173587,0,2.242991924,0.456317663,125.9948425,0.963257313,18.70014572,7.05422163,2.378188133,3.006902218,17.90516281,3.085262775,11.25510502,7.664748669,4.257143974,0,0,1.128751636,3.516041994,224.4790192,10.67337799,8.314303398,0.158440411,16.5190239
3.616284847,400.8262634,16.35540199,10.63219261,2.305677414,0,1.412608743,2.052754879,0.489407092,200.042572,64.04311371,21.64554214,27.45399857,38.26562881,18.43305206,49.27671814,1.298237443,34.12592697,28.43791389,24.58210945,0,3.162109852,2.203108549,7.788957119,468.1369934,21.3644371,62.846241,6.239147663,10.61069202
8.173355103,415.1714478,10.878685,9.692947388,4.811794758,0,1.427744269,1.156094074,0,109.361084,9.592234612,25.01820755,3.162663221,29.560812,2.628450632,53.87475204,1.369617581,53.79466629,22.36329651,4.13568449,0,0,0,7.048135281,311.8077087,11.52411938,48.45892334,10.72858143,10.89774895
1.795191526,249.4377747,11.03447247,8.095468521,2.849990368,2.030929089,2.902315855,3.064088345,0,78.68386841,19.77382278,5.836335182,5.993072987,63.19034576,9.349225044,18.96303749,2.799874306,32.95922089,16.66530228,0.024507739,0,5.645252705,0,3.233710289,203.0764771,11.31154537,29.35338783,5.223253727,9.425836563
5.493246555,192.4946899,9.215948105,10.55949402,0.92591542,0.379598826,2.426119089,1.623185992,0.278776228,98.81981659,8.800979614,14.97259331,4.394965172,45.81940079,9.847681999,46.15425491,3.810674191,48.37934113,17.20964241,7.673424721,2.258463621,2.409327269,0.515307069,5.249828815,234.3934174,7.383727551,25.80903435,6.566804886,22.09679985
8.97814846,444.1134949,20.31897545,8.276910782,2.376764297,0,0.964003801,2.705515385,0.624404013,93.00892639,25.84710693,22.45659447,16.19769096,35.13798904,11.08216095,19.25400734,3.39844203,53.09204865,44.61322403,2.422486305,0,3.009666204,0,5.370883942,361.2763367,9.454799652,63.95271683,8.878296852,12.44992352
7.951454163,456.8311157,7.227344513,9.84031105,0,1.140534282,0,2.875904083,0.527463973,123.5233383,14.88785648,21.24150658,7.576246262,65.84247589,8.578194618,47.69083786,5.487318993,40.09363174,15.28183556,1.71031332,0.078329243,1.350994706,0.202741504,9.031144142,200.3484039,5.375680447,53.48220444,18.77015877,15.96053505
6.250610828,692.3669434,32.13512421,12.76405334,4.24734354,0.688314199,4.933001995,15.48425865,0.318464339,126.0634308,9.540007591,52.68373489,131.0396729,46.66559219,13.64353371,164.3768616,12.37067318,53.21696854,34.83530045,56.40578079,4.844881058,0.995847344,1.040505409,6.956588745,672.1132813,73.39562225,67.71936798,6.051420689,22.5067997
2.17614603,58.80043411,57.50466537,43.268116,7.525043964,6.956298828,12.85756969,590.0481567,1.902945995,136.5174255,5.204157352,5.092049122,55.68602371,44.88012695,35.55442429,462.7003784,11.0868721,59.65611649,81.22451019,51.30848694,3.708777189,5.423374176,4.786901474,6.695164204,6.191920757,76.54880524,660.720459,1344.600586,3.99724102
3.048287868,302.7019348,16.32610893,1.900835276,0,0.335061342,1.866194367,3.433356762,0,209.0881958,9.353707314,22.95638275,14.85673428,39.97983932,7.862607002,61.71909714,2.243084908,13.95470715,29.65167236,3.839272976,0.682038188,2.927157164,0,6.126012325,383.5674744,20.81129265,38.27542877,5.311197758,12.45704269
9.173513412,482.4099731,26.95236588,6.116866112,0.732688963,0.06229654,0,5.087879658,2.246340752,126.4486694,25.03153419,70.45484161,23.67433167,31.57712746,10.55853653,69.61449432,5.642530918,37.28086853,13.8393631,19.24299622,0,1.162060142,1.52845645,0,339.3255615,10.62822533,155.3989258,7.669649601,5.40722084
1.248681903,275.9455261,10.2904129,4.44790411,7.800601482,0.223751977,0.006511702,4.638137817,0,119.2161255,10.77009773,11.32273102,80.63834381,77.61185455,7.638077259,63.45681381,2.99876833,63.1621666,26.79052734,20.10582352,0,0.802326381,0.829128623,12.81074905,502.2050781,20.01737785,54.89395523,7.397792816,17.93249893
3.431089401,651.0124512,16.05586243,13.26530075,4.621558666,0.098328114,0.96565932,1.510092735,1.913652062,358.942749,151.6047974,87.00110626,162.9317017,109.8755264,23.44023895,286.6601563,3.998896837,67.99951172,105.3777924,41.40602875,0,4.109472275,0.094193228,4.031590462,854.2400513,41.1444931,76.63524628,19.60294914,9.023627281
2.803853989,364.9851685,16.30848694,4.825190067,2.815018415,0.900447845,2.307186127,1.887270689,3.822335243,144.9591675,6.726598263,30.34963799,8.122914314,45.17741013,6.891407967,43.84211731,0.108801037,99.75662994,61.19706345,2.231257439,0,0,0.120539911,5.75921154,430.3286743,12.60724163,76.89186859,8.160340309,20.9732151
5.116308212,980.7053833,25.43917274,90.52713013,13.0750227,5.71737051,3.070448399,243.0753479,12.93559456,218.1835327,7.322301865,39.23611832,549.9938965,99.88887787,16.56081772,272.9586792,28.87591171,31.68427849,106.6880188,46.65615082,4.374786377,9.152667999,1.873377919,10.14465332,235.9608307,84.31841278,112.6705399,1035.731201,6.136787415
6.507444382,724.6317139,28.45325661,23.23181534,5.679904938,0.049280789,10.56498432,5.136875153,1.655776143,105.6405563,5.253975868,38.0901947,16.36507988,22.14941978,12.48254776,143.3056488,11.56048775,97.13761139,72.0644455,11.3068285,0,3.865427017,2.285691977,11.73358536,490.0235901,20.37317467,114.8274612,11.72312832,28.78969955
2.35832572,139.0231018,14.70571709,13.03554344,0.083596073,0.107019499,8.38094902,6.653934479,2.137115002,186.5625458,14.94271946,9.420586586,3.309136152,27.10978889,10.55315018,58.7014122,7.256573677,91.63887787,18.89534569,4.371520042,1.358679533,2.424800634,0.158508867,5.105082035,317.4189453,23.50210381,13.34350967,5.147718906,14.25503445
0.615433156,524.1178589,8.6636343,32.63733292,0.643998027,0.927409589,3.108922482,30.5410099,3.74819231,12.47794819,0,8.558781624,141.1920319,15.54503345,9.700478554,45.69338608,2.405013084,13.04917717,12.20813465,17.51152229,1.668717742,1.889451742,1.579612255,6.103425026,244.6690674,46.00299835,74.7665863,332.3791504,5.974003792
1.410228491,144.4067841,5.780880928,3.891560793,1.705823183,0,0.404132426,4.430269718,0.491313428,111.9549713,7.652246475,85.39584351,13.58274555,43.92917252,16.82906151,21.14458084,0.129771397,35.06919479,35.4579277,2.914707184,0.188098177,0.119809881,0.337159783,2.777276993,308.3293762,11.63877964,33.3054924,2.495419502,7.993056774
6.160124779,292.8479919,6.722001076,5.384475231,3.761314869,0.031387005,2.070856333,4.617477417,0,146.0182037,4.278000832,61.96468353,17.97099113,43.1381073,8.825325966,55.9443779,1.458696008,81.2937088,36.63973999,26.940588,1.338094354,3.700939894,1.010801673,5.507512569,509.3522339,34.09595108,60.3912735,2.197269917,15.46458721
4.357112408,371.1143494,17.5229454,4.372819901,5.34135294,1.110850811,1.700863481,0.177220941,0,159.1468201,5.244204044,40.09905243,39.74930573,31.33256912,7.247475624,52.61407471,0.953629255,69.30427551,40.28184891,35.57705307,0.248345152,3.01736021,4.919568539,18.90930748,536.0545044,38.17258072,68.9041214,11.74594593,7.870904446
7.026242256,43.0447464,22.71700478,11.3110075,0.672060668,3.938867331,6.751712799,0.734689951,1.214329839,288.7439575,20.13082695,28.97456932,7.99855423,60.60485077,6.470789433,55.56713104,3.014299393,79.19416046,31.06157684,7.092587948,0,2.307565451,1.003985286,8.030975342,310.6482544,16.92217255,12.73460484,3.968891621,9.787332535
1.184973001,283.3505859,9.462853432,10.3767128,9.184721947,0,1.583557963,1.030704141,0.391502231,158.770401,2.433495522,17.16851044,146.5664368,35.9717865,5.907101154,26.91402435,0.555462599,40.83259964,17.0036869,3.611057997,0.431044012,0.751336396,0,0.289906025,233.0387115,6.511158943,27.59578705,0.794730961,3.217994452
3.1558671,162.1882629,4.904941082,4.708587646,8.62168026,0.296425968,0,5.970312119,0,65.5697403,1.811290145,20.70161819,10.71864796,33.6974678,12.6234808,36.13330841,3.082053661,31.72896767,25.69211197,6.3651824,0,0,0,1.044350505,150.9667358,13.24413395,27.57646561,8.486847878,9.499912262
2.217895746,108.6992874,56.61423874,49.241436,13.92172146,4.151240349,8.756613731,598.5517578,1.868257523,232.69487,2.44877243,12.2289896,210.9003601,96.5064621,54.01849747,571.5667114,41.71338272,87.47875214,109.2532654,107.0920486,8.693187714,15.45634365,1.296234369,2.391335487,0.488177657,67.40847778,501.7313232,863.2796631,0
6.020717144,440.0664978,123.4879303,18.2664299,1.970032096,1.015831828,5.850835323,0.912628055,0.537983477,312.61026,8.633880615,28.33139801,151.6469727,50.95027161,7.011574745,130.2291565,0.064981766,63.54837418,50.11091614,37.65174866,1.791496277,0,0,12.49214077,567.5290527,101.7031784,46.25089645,8.08308506,36.1276474
2.669610977,128.2333984,9.448781967,4.229439259,0.355869025,0,0.986253858,3.042838573,1.184033751,122.3209152,20.45266342,14.6980114,4.949018955,36.57261276,10.30513,21.5571003,1.766498089,57.41303635,22.81988144,0,0,0,0.547695339,3.102538347,157.7168884,6.387492657,52.21177673,9.391614914,6.660815716
4.964156628,426.8417053,21.91926765,12.21748543,0.433135659,0.265201092,6.028982162,2.596754789,0.328037798,114.9401474,9.226249695,25.95965767,34.94394684,43.29771423,15.84118748,105.3263245,7.549943924,70.07112885,30.12077141,35.31523132,1.851870418,1.320391774,1.999230266,12.53505802,594.8323975,39.74407959,45.72657776,11.44306946,15.68842983
2.856099844,107.6725159,9.749315262,3.175533772,0,0,3.274171829,2.055188894,1.837631583,119.8028336,8.484243393,11.10328102,10.09246445,31.76138306,1.50056076,25.96941566,1.182018876,36.71837234,23.2111702,1.615592241,0,3.458339453,0,0.993604839,208.956131,6.224919319,21.1779232,10.90149403,7.801542282
5.729498863,393.6228333,15.45171165,14.79284763,7.033737183,1.690680146,0,3.21861434,0.298788756,378.0316772,97.32774353,13.73404026,28.92861557,49.34578705,13.1748867,66.03530884,4.362222195,36.12763214,43.45196533,12.10715485,0.521916509,1.884217143,3.581529379,2.78096509,408.1016846,7.148302555,61.74220276,11.88593769,11.84748077
6.936770439,590.8696289,18.86009026,20.2876339,6.620224476,8.08540535,3.81084466,2.468857288,0.354175657,303.2191467,5.895960331,55.69684601,365.3940125,85.77984619,8.851402283,171.1344604,4.754989624,102.629982,140.3207855,68.2408371,2.057660818,0.707917392,6.233088017,6.57400322,690.2966919,43.59795761,57.06758118,8.834848404,23.93133354
2.790854931,942.8033447,31.72812653,37.36558151,3.405642986,1.413451433,4.981433392,65.94980621,2.089897156,348.5805969,3.216075897,122.8321381,857.6566772,122.0263138,16.09062958,251.8479614,14.064538,51.75539398,142.3295593,123.0916901,2.19906354,6.149497509,2.095110416,8.1813097,844.7450562,115.0436249,126.233696,208.3194122,6.275061607
0,42.16233444,21.73160362,21.57218742,8.858825684,3.764318943,3.645388842,466.6653137,1.168764472,27.33008003,1.552629232,0.454504162,25.42921066,34.2213707,14.2366066,112.032486,4.52777195,22.47763634,27.44198036,46.86785126,6.702132225,3.045221806,2.14782238,8.417721748,5.183001518,22.97621727,284.2311707,532.4622192,1.98529768
0.178574666,288.9902649,10.60227489,5.533731461,0.080666155,1.696144223,0.762179732,3.279659271,0.632778049,232.0922241,10.90227127,27.78897667,5.757888794,29.22122192,6.358558178,62.81629181,1.601135135,53.95021057,58.64481735,6.970517635,0,2.065187216,0.177709952,4.509960651,379.0286865,17.16656494,61.91519165,9.396057129,9.936392784
10.26410198,87.60256195,52.91640854,51.04085159,9.130825996,5.870866776,13.68005943,676.25354,1.232389569,225.2729034,5.425161839,4.959216118,177.6855011,98.69762421,47.46803284,383.0184631,16.59397888,43.8085022,152.8270874,75.48340607,5.372021675,12.19241905,1.835220098,5.031459808,2.862250566,32.07191849,288.2848816,694.0877075,1.449335098
